@relation TrainingsetAROUSALeVALENZA

@attribute Gender {m,f}
@attribute PitchMin numeric
@attribute PitchMed numeric
@attribute PitchMax numeric
@attribute PitchMinMaxDiffLog numeric
@attribute PitchMinLog numeric
@attribute PitchMedLog numeric
@attribute PitchMaxLog numeric
@attribute PitchDevSta numeric
@attribute PitchSlope numeric
@attribute EnergyMin numeric
@attribute EnergyMed numeric
@attribute EnergyMax numeric
@attribute EnergyMinMaxDiff numeric
@attribute EnergyDevSta numeric
@attribute SpectrumCentralMoment numeric
@attribute SpectrumDevSta numeric
@attribute SpectrumGravityCentre numeric
@attribute SpectrumKurtosis numeric
@attribute SpectrumSkewness numeric
@attribute HarmonicityDevSta numeric
@attribute HarmonicityMax numeric
@attribute HarmonicityMed numeric
@attribute HarmonicityMin numeric
@attribute Arousal {High,Medium,Low}
@attribute Valenza {VeryNeg,Neutral,Positive,Negative}

@data
f,101.84622,197.10666,252.72996,150.88385,101.84622,193.83608,252.73007,33.76344,331.97884,36.24516,61.07319,78.49019,42.24503,12.68781,1906472339.00828,739.62841,852.07822,32.72517,4.71183,4.37769,29.95213,8.28165,-226.34666,High,VeryNeg
f,110.19062,159.96248,205.87499,95.68421,110.19077,157.87266,205.87499,25.2598,234.86409,35.69664,56.10364,74.42426,38.727623,11.95114,2659691281.36355,855.70744,764.23245,23.94867,4.24478,4.63535,34.09016,8.58318,-226.34332,Medium,Neutral
f,108.90817,184.89713,342.74753,233.83847,108.90906,179.55038,342.74753,44.84589,478.0341,34.83986,56.68992,73.28795,38.44809,10.76863,2013618562.48591,690.66873,612.57825,54.51555,6.11178,4.66861,38.15535,8.41202,-226.53637,High,Positive
f,84.13931,182.32335,260.92396,176.78696,84.13949,179.60361,260.92645,30.36393,321.26108,33.57072,54.97362,72.03537,38.46465,10.21866,1285026578.04091,567.02094,573.14561,84.28082,7.04879,5.26991,41.50375,10.70415,-226.08294,Low,Negative
f,102.87668,163.03305,249.99588,147.11935,102.87688,157.61099,249.99623,43.39264,224.45242,33.92817,58.56604,76.29155,42.36338,12.22802,3196002108.91664,924.03794,839.80558,23.68084,4.05077,4.16742,35.63955,7.86036,-226.36426,High,VeryNeg
f,124.76977,176.3945,266.77266,142.01181,124.77003,173655,266.78184,31.71089,234.39733,33.35639,60186,76.8521,43.495705,9.88741,1939377350.10006,727.30311,678.01891,42.62248,5.04099,3.76519,42.97241,10.66422,-227.04099,Medium,Neutral
f,76.06911,157.00038,272.4621,202.5908,76.06911,154.81169,278.6599,27.71679,355.01157,34.55558,59.17211,72.09051,37.534927,9.81549,2433384449.03917,821.48848,704.25289,29.58117,4.38941,4.82779,36.77663,9.19067,-226.32709,High,Positive
f,66.37284,164.41059,597.06813,527.7466,69.32156,159.0107,597.06813,53.70435,408.14886,35.97817,54.46243,68.96891,32.99074,9.23743,1315801568.94396,533.92956,445.61271,134.20483,8.64447,4.84045,33.74818,11.85499,-226.20264,Low,Negative
f,103.6318,192.55864,246.92184,143.29172,103.6318,189.7112,246.92352,32.18924,338.7269,35.86617,60.49268,79.64742,43.781254,12.99208,3255890477.14652,929.03969,837.7528,23.72208,4.06038,4.70405,37.37724,7.71276,-225.76587,High,VeryNeg
f,81.82551,155.53964,502.16023,420.35684,81.82556,148.05713,502.1824,65.77999,455.22575,35.74349,56836,70.0844,34.340908,9.60002,2596724192.44077,774.51136,646.65975,46956,5.58911,4.45842,34.04769,8.67358,-225.93982,Medium,Neutral
f,77.88605,184.86342,453.47605,373.74466,79.79667,179.25836,453.54132,49.56407,448.91346,36.98538,58.19973,73.72438,36.739002,10.07924,2371375693.87453,714.5779,503.94066,59.08178,6.49908,4.40976,37.46666,9.59407,-226.24601,High,Positive
f,69.50665,160.12074,198.48453,125.59314,72.89168,158.78206,198.48482,18.85531,212.2538,36.24974,56.32195,72.54573,36.29599,8.87814,1026057134.68565,470.19193,348.07957,161.00889,9.87066,5.37099,36.63445,12.26776,-226.37319,Low,Negative
f,103.96435,168.44723,227.31022,123.345894,103.96436,165.30422,227.31026,31.63064,227.77254,34.7751,59.78677,79.06581,44.29071,13.5793,1316067747.40948,769.11291,867.42225,19.28233,2.89273,4.98732,40.72951,7.84616,-225.57783,High,VeryNeg
f,106.31381,152.91865,202.68825,96.369576,106.3193,150.73664,202.68887,25.42782,228.90363,35.2387,54.83379,69.7947,34556,10.66805,1611633017.33018,654.30195,572.91874,68626,5.75349,4.19872,32.25428,8.85325,-226.20871,Medium,Neutral
f,136768,177.91891,268.38752,131.61949,136.77177,174.49628,268.39128,37.09309,433.62753,37.55937,57.98606,72.53543,34.976063,10.92123,1399966764.48326,678.15623,571.58798,38.24469,4.48878,5.44222,36.34364,10.26421,-226.59085,High,Positive
f,148.36849,168.48029,316.34312,167.97462,148.36849,167.5376,316.34312,20.67111,275.66483,35.16162,54.66489,69.62628,34.46466,10.54596,661135481.85087,413.68027,367.53039,217.79164,9.33891,4.12391,34.32726,14.48382,-226.61583,Low,Negative
f,68.99696,191.12159,297.59433,222.25127,75.45732,185.28538,297.70858,43.99708,503.15073,35.52938,61.70585,79.73932,44.209938,13.13928,2159963798.22507,741.25051,708.91043,47.02985,5.30336,4.50738,36.82747,8.58503,-226.64347,High,VeryNeg
f,99.37774,146.01532,223.57284,124.19472,99.37813,143.45279,223.57284,27.71839,185.98218,35.72193,55.24292,70.95638,35.23445,9.73394,3424211670.51573,824.29458,639.57786,54.65575,6.11383,4.67246,37.94237,10.01883,-226.51762,Medium,Neutral
f,126.80503,185.67092,355.65082,227.08876,128.56365,178.92221,355.65241,54.12452,443.08529,35.18144,60.14681,71.44328,36.261845,9.53299,4145762359.42396,878.7458,617.02913,54.5166,6.10963,5.45282,36.9633,10.36433,-226.33762,High,Positive
f,123.2484,161.17148,219.46684,96.217834,123.2574,159.75882,219.47523,21.65762,180.66522,33.78672,56.82787,69.76077,35.974052,10.10064,2385435380.69389,680.28914,459.50673,84.87273,7.57682,5.75076,39.84396,13.03163,-226.14791,Low,Negative
f,102.61316,215.68309,262.24821,159.63528,102.61316,209.28147,262.24843,47.07044,340.0864,35.61415,58.35561,84.89292,49.27877,15.71007,11969641919.11955,1631.85172,1408.29394,7.60959,2.75448,4.04253,36.66648,6.50121,-225.94835,High,VeryNeg
f,104.57506,139.02887,207.24508,102.21407,105.03101,136.94224,207.24508,24.98059,251.38224,35.84199,53.13311,71.5204,35.67841,10.65291,19104800062.623648,1941.75308,1317.60249,6.43289,2.60952,4.3411,36.23311,6.6325,-226.48,Medium,Neutral
f,121.2307,190.12901,333.26562,212.03203,121.2336,182.93639,333.26562,56.11933,480.36571,35.40266,56.74511,71.60606,36.203396,10.85735,17168461452.2432,1844.98325,1134.94819,6.89124,2.73372,5.24246,39.90896,7.97537,-226.7438,High,Positive
f,128.06299,160.14452,586.1031,458.03784,128.06922,153.48999,586.10707,71.66318,339.41842,34.70276,53.37549,69.28272,34.579964,9.94962,7887125740.09337,1275.15125,833.01293,15.93356,3.80394,4.04164,37.4566,8.92944,-226.61762,Low,Negative
f,103.95233,200.60925,272.8737,168.92267,103.95233,195.57747,272875,42.81106,549.67245,34.58196,57141,81.24964,46.667683,15.87946,2281845372.12637,761.76761,842.76479,37.38128,5.16201,4.14715,39.61027,6.92483,-225.92978,High,VeryNeg
f,105.02966,162.63338,582.59133,477.76666,105.02979,150.00638,582.79642,96.06081,427.65368,34.23938,54.11724,67.58734,33.34796,10.18911,1994863465.34258,653.31408,634.24325,86.82594,7.15397,3.93542,28.16223,9.09089,-226.20676,Medium,Neutral
f,141.0392,197.14168,245.22082,104.35431,141.04014,195.46743,245.39446,24.62923,255.93583,35.71434,55.78785,73.05199,37.337646,13.24154,1496029002.97968,577.6305,616.77135,89.48135,7.76229,5.02749,23.83521,12.54319,-225.12672,High,Positive
f,107.74738,159.54438,597.93605,490.18866,107.74738,149.15403,597.93605,87.59366,390.19119,33.98431,54.20588,66.19367,32.209362,10.04664,1457908875.17708,530.30206,499.79865,176.05084,9.77598,4.77247,23.33756,12.15795,-226.96392,Low,Negative
f,160.7802,203.45188,232.62367,71.84445,160.78024,202.03037,232.6247,23.48839,460.60365,35.16681,53.96351,77.13013,41.963318,14.96114,3006643337.0973,926.23387,815.05116,19.5256,3.78373,3.81136,39.51753,7.01938,-226.61794,High,VeryNeg
f,122.95017,155.93881,581.28679,458.3366,122.95018,150.12924,581.28679,66.17712,466.81974,34.67469,49083,70.47048,35.79579,11.3604,1466239172.20366,580.66278,510.33302,93.7803,7.48916,4.22207,33.75383,9.49392,-226.00358,Medium,Neutral
f,125.52045,202.83426,262.69137,137.1713,125.52045,200.10626,262.69175,32.00212,411.38275,36.06587,54.21705,75.10835,39.042484,12.70676,1276244256.35799,521.48339,492.28479,113.26153,8.99938,4.58962,19.45758,10.84464,-226.40214,High,Positive
f,127.80209,150.20711,210.27898,82.476875,127.8021,149.54513,210.27898,14.39419,180.44688,36.11567,52.56408,66.39765,30.281982,10.46011,1402458651.23711,600.04217,463.64573,77.01048,6.4915,4.69941,28.32879,12.05161,-225.96237,Low,Negative
f,119.30724,214.29844,262.03985,142.73383,119.30724,209.88687,262.04109,40.58722,461.63863,34.75127,54.14609,80.97482,46.223553,16.03805,1171548186.63023,541.71514,638.35962,79466,7.36966,4.89161,34.59165,8.0443,-226.09004,High,VeryNeg
f,85.39832,149.60786,210.30111,124.90276,85.39835,144.34611,210.30112,38.34314,324.07063,35.14649,54.42367,72067,36.920513,12.22819,1471271200.33997,604.4016,577.55883,74.16461,6.66371,4.49946,38.77325,9.06665,-226.58669,Medium,Neutral
f,125.73171,190.80368,256.31255,130.58084,125.73171,187.39911,256.31255,35.29344,381.14407,34.46932,56.19055,75.2934,40.824085,13.2546,1038563021.96068,468.91585,521.19091,144.79153,10.07275,4.72013,32.47158,10.3597,-226.24693,High,Positive
f,130.96951,162.7592,204.98847,74.01364,130.97486,161.79898,204.98849,17.76787,193.75942,36.79987,54.83569,72.54055,35.74068,10.70514,441556302.41152,350.42081,406.17406,267.70083,10.26163,4.87358,21.92538,13.43234,-226.2569,Low,Negative
f,103.92056,190.67866,240.04799,136.12743,103.92056,187.98497,240.04799,29.76503,399.58268,34.12098,58.86293,77.18484,43.063858,13.4929,4770501610.05861,998.24715,771.93693,26.95319,4.79568,3.88998,31.8212,6.98297,-225.65574,High,VeryNeg
f,72.04112,173.40127,602.83429,528.15137,75.08075,158.56806,603.23212,100.62339,723.76161,36.43909,53.72934,67.73601,31.296917,9.55821,3547712799.47588,856.78775,626.69398,42.77761,5.64064,3863,32.9723,6.75126,-225.91352,Medium,Neutral
f,127.63289,171.48089,220.40934,92.77322,127.63613,169.8583,220.40934,23.59015,220.15873,35.48021,54.96876,73.48867,38.00846,11.72673,1987989426.82919,647.51621,530.05231,74.81005,7.32255,3.7317,31.65061,10.7986,-226.66621,High,Positive
f,109.25062,175.14955,596.6244,487.3727,109.25167,162.77271,596.6244,91.66442,502.53044,35.35986,53.32336,64.85279,29.492931,9.30757,1121696064.06233,451.15451,352.66604,251.03695,12.21516,5.15769,36.88444,12.43924,-226.33442,Low,Negative
f,117.18757,196.57428,262.14878,144.95702,117.19179,191.76,262.14879,42.56583,360.34063,35.9976,58.67475,84.44001,48.44241,15.3568,2593082710.24096,952.2305,925.6732,12.60874,3.00324,4.2408,29.45704,6.55643,-225.50394,High,VeryNeg
f,100.67592,141.77157,184.55075,83.899414,100.67601,139.11497,184.57543,27.16011,191.14346,37.58271,54.20794,74.07309,36.49038,11.71487,1025108873.07214,572.65782,606.09118,56.77652,5.45864,4.18256,26.41238,7.68978,-225.99304,Medium,Neutral
f,117.2322,181.99242,267.12008,149.88861,117.23322,175.0921,267.12182,49.65018,295189,37.83067,57.38019,77.88151,40.05084,11.79054,1046172440.38529,534.71485,620.15779,84.13738,6.84284,6.47301,37.40516,11.16829,-226.38784,High,Positive
f,111.74958,143.1048,186.00573,74.255295,111.75044,141.50484,186.00573,21.31864,174.23511,37.24641,51.94564,71.88288,34.63647,10.65861,873704116.50973,461.15648,474.26128,169.17004,8.9088,3.81942,34.73159,10.36034,-226.4587,Low,Negative
f,105.36294,201.89769,270.97268,165.61008,105.36294,198.28332,270.97303,35.5789,429.79909,35.91989,57.47439,78.94683,43.02694,12.87452,7982414670.26651,1160.48706,789.83733,29.26788,5.10756,4.08637,34.19763,6.95112,-226.19449,High,VeryNeg
f,102.68535,151.72671,188.48852,85.773186,102.7181,149.94257,188.49128,22.82721,234.23392,35.01923,53.99376,72.95689,37.937656,10.10855,5382626200.13823,970.10884,661.85346,42.90938,5.89567,4.10588,34.98029,8.13214,-226.3218,Medium,Neutral
f,143.27784,203.10055,300.73387,157.45653,143.27784,199.3068,300.73439,40.52134,327.93161,37.6719,56.47903,74.4917,36.819798,10.84451,3861361079.63519,791.68625,579.32659,73.11283,7.78182,4.04156,40.29438,10.87147,-226.79826,High,Positive
f,121.46306,159.28267,227.67778,106.42144,121.46313,157.82866,227.88457,21.4597,249.14421,35.88114,54.32571,68.71259,32.83145,9.20029,3457877105.34853,748.17788,469.34403,88.4376,8.25648,4.44417,22.96861,11.48107,-225.69688,Low,Negative
f,105.19718,193.52391,248.6667,143.46951,105.19718,189.26226,248.6667,37.7149,408.35096,33.88751,57.91529,79.00415,45.116642,14.41592,2560853318.12151,905.44444,798.73981,17.61509,3.44984,4.17533,18.85647,8.72717,-225.66934,High,VeryNeg
f,112.48135,165.04347,259.09068,146.59972,112.49095,161.57914,259.09068,33.73092,268.01429,35.14071,54.38108,70.40647,35.265762,10.64962,2408997960.25204,745.81248,571.07564,54.69759,5.80694,3.81531,30.78231,9.15738,-226.05527,Medium,Neutral
f,118.82419,194.61298,239.10836,120.394394,118.8242,192.61612,239.21859,25.50664,233.83585,35.30149,60.05011,79.48588,44.184387,12.89174,2221792359.14287,696.26688,550.04979,53.02698,6.58228,5.68694,36.9755,14.11518,-226.39852,High,Positive
f,130.24747,159.43424,232.27922,102.03165,130.24758,158.57075,232.27922,16.61344,154.02938,35.92091,56.36175,68.64226,32.721348,9.5144,1385383909.17856,644.87714,439.5011,45.36632,5.16582,4.43015,37.43244,13.15431,-226.40867,Low,Negative
f,100.60866,194.17243,236.6449,136.03682,100.60866,190.77528,236.64548,34.09421,395.13185,36.74278,60.89821,81.88204,45.139263,13.21144,1301701887.8744,680.39701,656.86832,26.64516,4.13261,4.13056,34.74793,8.52947,-226.13026,High,VeryNeg
f,121.47645,162.71031,206.75593,85.278206,121.47773,161.25398,206.75593,21.27324,187.99075,33.19041,54.37272,73.77853,40.588116,12.47705,2152777405.64,671.01134,527.66028,70.99303,7.1254,4.90916,32.77368,10.50171,-226.00297,Medium,Neutral
f,121.33009,213.53141,393.7643,282989,121.33211,204.6653,404.32113,64.31586,672.28317,36.42084,59.00754,73.24914,36.828297,10.10722,2269733819.66269,728.56324,642.78967,49.16818,5.86912,4.55557,30.01114,8.56389,-226.28908,High,Positive
f,122.08439,149.9118,512.97163,390.8872,122.08443,147.89452,512.97163,34.97737,264.49357,35.27596,55.50754,69.58286,34.306904,10.00036,824039086.43322,479.78896,460.64889,116.11402,7461,5.04537,29.87632,13.31914,-226.26306,Low,Negative
f,140.03031,210.40461,260.91114,120.881744,140.03031,208.30772,260.91205,29.30081,447.11046,34.00913,62.63877,81.70135,47.69222,13.16636,2571733062.68817,802.52839,810.47988,33.89345,4.97559,4.22446,29.29598,7.60771,-226.15464,High,VeryNeg
f,115.76525,144.62082,175.88879,60.12496,115.76525,143.67839,175.89021,16.49791,181.75537,36.05614,58.18297,71.0863,35.030163,8.07322,1665625262.79416,639.28688,642.00137,69.13138,6.37514,4.24595,35.25255,7.23482,-226.11532,Medium,Neutral
f,120.00988,202.68853,331.63019,211.61978,120.0104,197.41852,331.63019,46.0574,507.83655,35.90193,57808,75.18776,39.285828,11.48063,1328211328.89476,550.61408,605.66795,94.28686,7.95656,4.73719,34.69226,9.17618,-226.44042,High,Positive
f,125.34632,154.22433,492.5954,367.24533,125.35006,151.29474,492.5954,39.01531,398.40203,36.69049,57.81083,71.82774,35.137253,9.33508,661804366.14366,414.06982,497.26497,168.47418,9322,4.64937,32.16689,11.07749,-226.21246,Low,Negative
f,177.12499,220.24771,255.33864,78.21359,177.12505,218.98691,255.33864,23.27964,343.95768,35.2036,60.51007,81.30495,46.101345,16.07854,1871223630.42762,749.16911,816.79275,28.85466,4.45027,4.76975,20.46749,7.53176,-224.69657,High,VeryNeg
f,69.01832,174.73149,563.61276,492.6002,72.06997,161.65348,564.67016,88.73304,792.23961,34.2956,53829,72.70456,38.40896,12.26741,1382933629.29119,648.46854,621.03158,50.29437,5.07148,4.56619,26.44477,8.19912,-225.21051,Medium,Neutral
f,107.69303,182.86253,412.42801,304735,107.69303,177.46414,412.42801,48.94625,470.95802,34.19135,58.54807,77.72385,43.532497,12.28825,1574611046.11212,630.29606,637.15852,61.94079,6.28839,4.37388,35.86372,8.17813,-226.43449,High,Positive
f,119.88439,145.67674,186.08324,66.19884,119.8844,144.93625,186.08324,14.82587,134.45311,35.38185,53.1925,69.25765,33.8758,10.98392,856040656.10957,465.81831,467.88184,152.09695,8.46925,5114,35.9468,13.15539,-225.94773,Low,Negative
f,117.03461,223.90172,425.15374,317.42886,117.03461,215.35175,434.46346,61.78964,865.80941,33.99994,58.97051,83.12419,49.124252,14.04686,3015493782.37492,955.89065,910.26751,17.07554,3.4525,4.03499,34.71012,6.74839,-226.03468,High,VeryNeg
f,103.80533,178.19184,273.03039,169.22125,103.80929,172.65086,273.03055,45.04275,315.73005,35.84411,54.8943,74.81358,38.969475,11.29704,1980184376.60685,751.2684,605.28151,34.42023,4.67004,4.43225,32.19846,9.39071,-226.4084,Medium,Neutral
f,144.19322,202.75643,530.15933,385.96466,144.19466,198.55094,530.15933,53.09523,420.40125,35.75938,57.94473,81.84521,46.085827,13.68028,1303170344.35085,569.90219,480.72045,66.14919,7.04045,4.5017,32.92744,14.33404,-226.60159,High,Positive
f,120.18757,152.3072,558.05293,437.8628,120.19011,150.32172,558.05293,33.83413,295.77767,37.34106,54.60947,69.51524,32.174183,10.44221,1173924818.7175,569.76601,450.1891,71.54167,6.34674,4.9756,29.05477,13.19876,-225.8499,Low,Negative
f,125.31331,234.11645,271.97481,146.66158,125.31331,230.51342,271.97487,37.32396,566.26837,36.36771,59.43269,82.02006,45.652348,14.22285,3213289715.02181,899.33581,879.98622,26.60444,4.41758,4.54414,30.24091,10.06336,-226.16076,High,VeryNeg
f,109.92552,168.10384,228.48084,118.55529,109.92559,164.92509,228.48088,31.96084,258.0388,37.05591,56.84654,74.44985,37.393944,10.05102,6404648663.75487,1107.37558,648.29096,25.22521,4.7164,4.55841,34.34189,8.7636,-226.21022,Medium,Neutral
f,121.44226,195.34245,327.91968,206.47739,121.4423,190.25157,327.91968,44.90607,413.79165,35.54472,55.69228,77.0852,41.540478,11.58841,3732311053.52355,837.09098,598.22755,52.13566,6.36297,4.30822,41.66128,10.0228,-226.85201,High,Positive
f,115.82152,140.65155,210.21585,94.39325,115.8226,139.60628,210.21585,17.77102,163.74172,34.9654,55.81954,68.64724,33.68184,9.48007,1495176680.54708,551.57934,400.04704,118.70822,8.90981,4.28014,37.83446,13.76002,-226.70014,Low,Negative
f,82.36194,217.80913,277.67095,195.30914,82.36194,213.42725,277.67107,38.44666,403.34209,38.27376,61.7161,81.28907,43.01531,13202,3720631240.57905,962.56427,809.0676,21.76675,4.17184,3.67501,34.45266,7.90033,-226.08379,High,VeryNeg
f,99.82496,162.04618,600.00019,502.88184,99.82832,151.58331,602.71014,86.35001,507.81124,36.79854,54.39876,69.70725,32.908714,9.6187,3886218938.41553,848.28279,579.97069,53.22812,6.36657,4.14762,36.28419,7.61764,-226.19009,Medium,Neutral
f,106.20788,165.86335,311.06981,204.86194,106.20788,160.75661,311.06981,46.40474,286.57517,36.5763,56.60127,72.71038,36.13408,10.39958,2563764093.24958,759.8188,566.08781,49.44898,5.84451,4.98422,35.3449,10.88879,-226.26664,High,Positive
f,118.64276,147.65879,568.77429,450.13153,118.64278,143.10118,568.77429,56.25126,357.86304,35.61891,51.52114,68.13686,32.517952,10521,1073467338.06989,478.17221,477.51245,177.85692,9.81829,4.39086,32.82305,11.8791,-226236,Low,Negative
f,114.88204,192.81046,251.54745,136.6654,114.88204,187.80914,251.54746,42.25281,336.77442,37.17029,57.92521,83.43653,46.26624,14.88016,8672289685.68314,1383.15541,1005.00444,12.06673,3.27733,5.17261,35.51018,7.50009,-225.78662,High,VeryNeg
f,106.72415,162.64236,232.37548,125.641106,106.73441,158.62318,232.37552,36.30957,269.23749,37.76553,55.75086,73.07056,35.305027,10.69632,8698737077.38451,1338.60007,828.35927,14.76667,3.62663,5.00509,36.4054,7.92027,-226.42297,Medium,Neutral
f,75.70039,186.00446,308.98241,232.45767,76.52479,174.99421,308.98244,56.4485,399.21965,37.40055,59.23391,76.53255,39.131996,12.40574,7111257498.81943,1250.06513,862.2253,15.29254,3.64039,5.36493,40.7558,8.77523,-225.8051,High,Positive
f,138.40711,165.67895,202.0178,63.610703,138.40711,164.77117,202.0178,17.39212,173.1147,37.27782,58.5051,74.91084,37.633022,10.10385,5487317008.85218,1009.67745,602.08991,31.6581,5.33104,5.41353,37.69782,11.32481,-226.29796,Low,Negative
f,100.0026,176.39046,208.97251,108.948204,100.05103,174.45551,208.99923,23.8693,261.41151,37.14893,57.21631,75.85125,38.70232,13.14898,5467686546.10712,1192.41238,927.28088,13.69108,3.22496,4.63145,31.1477,8.62953,-225.52197,High,VeryNeg
f,80.55986,175.07215,242.29008,161.73022,80.55986,171.07459,242.29008,35.1955,417.56645,37.8644,55.03283,73.16381,35.29941,11.77518,7772643956.33694,1181.98688,735.61138,26.63202,4.70685,4.54482,33.71477,7.43415,-225.65701,Medium,Neutral
f,167.76657,222.42084,544.60578,377.0924,167.76658,215.8206,544.85902,70.48533,499.58804,35.86232,56.64817,74.58555,38.72323,12.08626,4768814206.35852,930.84286,651.80949,43.86494,5.91264,5.73217,39.78964,13.22343,-226.66761,High,Positive
f,81.3373,167.9569,211.75376,125.91758,85.83697,166.43455,211.75454,22.2368,261.03033,36.6535,54.21595,72.22998,35.57648,11.16737,3434195832.2069,792.36802,541.07591,63.38626,6.9031,4.50015,41.69822,10.52552,-226.19636,Low,Negative
f,98.60732,191.51554,270.64993,172.04407,98.60732,188.8555,270.65141,31.46242,440.58231,35.66524,58.71736,76.92068,41.255436,10.97312,4238653574.84821,899.93631,690.85439,43.92833,5.81557,4.32804,34.6135,7.18393,-226.64586,High,VeryNeg
f,68.44178,153.08219,208.46037,136.64734,71.81339,149.76846,208.46073,29.45206,347.78178,36.34062,53.66353,75.01223,38.67161,9.38159,3763508143.75425,824.08153,598.83423,60.92343,6.72485,3.88288,40.80842,6.97472,-226.81948,Medium,Neutral
f,133.89563,193.64557,297.6237,163.73694,133.89575,191.14167,297.6327,31623,384.67453,36.80494,57.51947,75.07289,38.267952,10.43449,2174955356.50532,642.58307,586.75474,99.49952,8.19714,4.60244,37.61084,9.74193,-226.43636,High,Positive
f,124.40066,179.16182,582.60207,458.2012,124.40085,171.17195,582.60207,71.20336,646.76928,36.2913,53.87526,71.71489,35.423588,8.75854,1506089380.13461,497.32854,428.31746,223.92855,12.24392,4.95259,36.4816,10.01548,-226.31183,Low,Negative
f,98.97499,170.90953,214.25622,115.27174,98.98459,168.58039,214.25634,26.94111,279.41889,36.98797,57.19337,75.87074,38.882774,12.36711,14551230897.77944,1658.9879,1056.67524,10.45931,3.18691,4.2201,32.24305,5.6731,-225.86258,High,VeryNeg
f,105.32908,157.23662,208.27256,102.952545,105.32918,154.7981,208.28172,26.79803,233.18728,37.40058,55.21349,70.43293,33.03235,10.44523,13546921003.62048,1470.00515,836.66431,19.63713,4.26466,5.13905,36.26466,7.79592,-226.27057,Medium,Neutral
f,128.77413,196.46987,268.53684,139.77182,128.77499,192.61182,268.54682,38.46214,357.47852,35.23429,55.61438,72.39397,37.159676,10.40801,13271210024.24693,1417.57093,762.29617,22.52848,4.65882,4.37718,31.43445,9.48369,-225.88446,High,Positive
f,109.46447,141.46312,182.79176,73.32719,109.46458,140.45593,182.79176,16.66875,188.70621,35.45409,53.96471,68.41973,32.96564,8.83613,11978639396.77033,1353.08303,717.56115,26.00263,4.83542,4.60305,38.70266,7.82352,-225.8757,Low,Negative
f,84.56984,181.91241,258.34051,173.77206,84.56992,174.66884,258.34199,47.68142,496.86254,36.87737,59.29111,81.05588,44.17851,14.14378,3857356380.55709,857.34044,666.55925,48.82713,6.12111,5.40746,20.11376,7.49496,-225.95075,High,VeryNeg
f,105.19786,180.02643,252.05853,147.0104,105.19915,173.77346,252.20957,45.48166,406263,37.87401,53.49749,69.56604,31.692032,10.29721,4244728911.62616,904.5856,645.29698,43.57275,5.73457,4.06348,36.06854,6.61469,-225.91543,Medium,Neutral
f,93.4991,217.66109,274.45392,180.96663,93.49919,214.00399,274.46581,36.20794,439.25354,36.78137,58.02817,78.14448,41.36311,11.61048,7056436368.85803,1051.7295,701.66812,41.39611,6.06559,5.26782,35.09385,10.9781,-226.30528,High,Positive
f,68.29439,140.64356,204.39474,132.82379,71.57095,138.30674,204.39474,25.10014,266.89167,34.13395,53.29253,67.24136,33.107414,9.38277,2686644891.80433,689.03862,442.70991,96.36333,8.21258,4.73445,36.98842,10.80105,-226.39213,Low,Negative
f,100.66805,223.83336,286.62931,185.96161,100.66805,216.59509,286.62966,50.92344,475.76376,34.81893,57.06354,81.8069,46.98797,13.70307,23037970317.609828,2127.82218,1331.05466,4.7609,2.39132,3.48408,35.92496,6.74492,-225.94304,High,VeryNeg
f,80.25153,174.82495,235.09626,152.12387,82.97239,169.36138,235.09626,40.34926,401.73882,35.72033,52.62017,71.69923,35.978897,11.23438,14654627145.8822,1625.15203,876.24,12.4724,3.41423,3.88802,35.99923,8.04458,-225.95774,Medium,Neutral
f,147.25759,232.07447,294.73387,147.5121,147.25759,228.2268,294.76967,39.82822,331.03448,35.42014,55.77029,75.73507,40.31493,12.30204,31943584148.01072,2242.06353,1255.88554,8.16089,2.83426,5.0033,36.69513,8.73983,-226.90307,High,Positive
f,119.77125,152.03498,194.15125,74.38,119.77125,150.71253,194.15125,20.00159,179.03491,35.32635,52.34853,67.96741,32.641056,9.66858,10435207980.97768,1223.90824,429.13666,34.71243,5.69186,5.81892,35.44346,10.11506,-226.18553,Low,Negative
f,125.78931,177.47544,287.54092,161.75275,125.78945,172.74593,287.54222,44.16893,292.50936,45.19586,55.14403,81.08895,35.89309,9.69835,7929425073.4905,1177.89854,1204.99649,32.3,4.85197,4.16313,31.57348,4.70191,-226.03935,High,VeryNeg
f,114.69098,168.36152,250.99835,136.30978,114.69098,165.13471,251.00076,34.51735,222.05548,45.04584,52.98587,72.33356,27.287716,7.65959,19229213585.04058,1639.86788,1250.21734,20.18504,4.36049,3.16039,33.64773,5.34271,-226.41688,Medium,Neutral
f,167.90467,249.29724,335.75378,167.84924,167.90475,244.67529,335754,47.63618,304.32458,45.11416,57.62878,76.90329,31.789131,8.6914,10494634567.06761,1182.38635,1160.81114,48.5205,6.34876,4.58314,39.67618,10.60846,-226.8294,High,Positive
f,156.09215,193.95658,275.22766,119.13559,156.09216,191.78253,275.22774,30.04,153.2204,45.0838,57.23248,79.03416,33.950356,9.46774,2606200071.7016,707.95353,1062.82826,82.33815,7.34503,4.42938,36.0229,11.14595,-226.27873,Low,Negative
f,117.37693,178.23386,239.10027,121.73228,117.37693,175.75451,239.10921,29.18735,465.9858,35.94532,54.19957,85.51264,49.56732,15.46169,2414190984.46564,952.10003,1085.75409,11.52272,2.7972,4.2684,32.10708,6.66477,-226.2351,High,VeryNeg
