@relation TrainingsetAROUSALeVALENZA

@attribute Gender {m,f}
@attribute PitchMin numeric
@attribute PitchMed numeric
@attribute PitchMax numeric
@attribute PitchMinMaxDiffLog numeric
@attribute PitchMinLog numeric
@attribute PitchMedLog numeric
@attribute PitchMaxLog numeric
@attribute PitchDevSta numeric
@attribute PitchSlope numeric
@attribute EnergyMin numeric
@attribute EnergyMed numeric
@attribute EnergyMax numeric
@attribute EnergyMinMaxDiff numeric
@attribute EnergyDevSta numeric
@attribute SpectrumCentralMoment numeric
@attribute SpectrumDevSta numeric
@attribute SpectrumGravityCentre numeric
@attribute SpectrumKurtosis numeric
@attribute SpectrumSkewness numeric
@attribute HarmonicityDevSta numeric
@attribute HarmonicityMax numeric
@attribute HarmonicityMed numeric
@attribute HarmonicityMin numeric
@attribute Arousal {High,Medium,Low}
@attribute Valenza {VeryNeg,Neutral,Positive,Negative}

@data
m,107.73619,122.70407,132.93423,25.198044,107.73619,122.57198,132.93423,5.68356,78.80281,37.51815,56.01206,69.50137,31.983223,11.16482,779549054.79534,477.81634,518.1467,118.03072,7.14596,5.35199,38.39697,14.29185,-226.31876,Low,Negative
m,130.67807,215.41642,549.97957,419.30386,130.67807,208.63101,549.98196,71.34603,646.34223,37.33012,60.45229,82.75482,45.4247,15.90318,8378259204.7889,1276.41607,995.60653,19.95096,4.02881,3.9667,26.89846,5.42543,-226.08225,High,VeryNeg
m,80.22037,176.83925,584.86247,504.6555,80.22037,144.80904,584.87586,148.6498,918.63403,36.33295,55.42437,74.68077,38.34782,11.34047,15919533074.44492,2020.17238,1458.93872,2.95101,1.93092,5.2489,39.99029,7.75538,-226.10474,Medium,Neutral
m,151.16448,204.97319,251.35647,100.19,151.16648,203.35309,251.35648,25323,299.29985,38.23204,62.08101,76.4096,38.17756,12.54495,7357454308.23452,1197.03057,792.55257,20.96528,4.28955,6.69053,38.66847,12.61566,-226.5949,High,Positive
m,98.17472,116.79692,141.22732,43.052605,98.17472,116.52839,141.22732,7.94775,73.13722,36.63515,55.22978,69.15783,32.52268,10.0362,5002927369.09984,944.76362,533.53903,45.1214,5.93273,6.11441,34.82104,12.73583,-226.3404,Low,Negative
m,86.27675,171.92954,250.4385,164.16875,86.27675,168.18437,250.4455,34.27771,406.39673,37.28476,60.93892,85.55964,48.27488,15.03405,1279815200.34997,763.73497,845.24304,13.9708,2.87289,3.16084,31.92727,6.81744,-226.24015,High,VeryNeg
m,88.69012,134.11072,330.99449,242.38037,88.69158,128.29637,331.07197,46.86794,526.70305,38.35768,55.09468,75.05189,36.694206,12.2478,1665013335.09924,645.08581,515.16343,65.45436,6.20248,6.00597,35.13809,8.91428,-225.92622,Medium,Neutral
m,146.70058,196.17055,236.47179,89.76601,146.70609,194.62742,236.47209,24.1593,212.39053,37.73853,57.30967,77.16825,39.42972,13.81179,2272323982.92205,764.51304,650.97335,33.25383,5.08529,4.99048,30.60725,12.58168,-226.02452,High,Positive
m,108.08249,126.03083,404.39195,296.28867,108.10336,124.0485,404.39202,32.84852,278.3586,37.73756,56582,68.44474,30.70718,10.08731,824241232.88417,451.56407,362.84032,153.33721,8.95151,5.02801,36.67723,15.59567,-226.25628,Low,Negative
m,108.5699,196.9281,507.55523,398.98517,108.57007,188.96843,507.55523,67.48023,761.89906,36.55648,62.4711,84.85772,48.30124,15.04557,1410235678.0289,848.08031,924.23462,7.56166,2.31196,4.1584,32.07122,6087,-225.84289,High,VeryNeg
m,92.60433,124.62822,462.19659,369.58627,92.61033,121.69566,462.19659,39.18179,322.27525,37.65852,57.13702,72.35598,34.69746,10.15638,1223787221.14894,602.66445,549.56697,57.88557,5.59087,5.18934,38.58614,9.39382,-225.96012,Medium,Neutral
m,133.83769,190.21349,236813,102.975296,133.83785,187.93073,236.81314,28.5438,236.96885,38.0833,61.16312,77.42346,39.34016,12.39243,2148217001.70018,742.27271,664.79118,35.4176,5.25276,5.28273,36.15522,13.05592,-226.3415,High,Positive
m,110.65758,132.82175,596162,485.49817,110.66382,127.75144,596162,59.89003,380.34184,36.16016,57.02666,68.16825,32.00809,10.1281,688230062.03024,414.91629,333.43006,183.52604,9.63501,4.74709,29.08928,16.26191,-226.4009,Low,Negative
m,105.58962,190.50832,229.81072,124.22614,105.58962,188.32848,229.81576,26.84381,362.09928,37.51761,63.43909,83.88895,46.371338,14.45232,2024825466.13531,803.98564,869.15312,27.78815,3.89621,4.4223,26.95274,5.43021,-225.3962,High,VeryNeg
m,94.43899,121.25701,165.45522,71.01457,94.44064,120.16967,165.45522,16.59634,157.38995,36.48509,56.75293,74.79784,38.312748,11.26595,5731786005.47885,1102.05647,751.05195,21.84251,4.28231,5.26942,34.08186,7.95269,-226.03181,Medium,Neutral
m,133.65398,192.20652,239.08157,105.42761,133.65398,190.65597,239.08159,23.8474,229.63289,37.22128,61.79373,78.30562,41.08434,11.92844,2087371736524.999936,698.61786,703.33682,54.07001,6.12182,5.38225,32.57226,11.0446,-226.0136,High,Positive
m,90.23245,120.51052,581.04863,490.8162,90.23245,118.25109,581.04863,39.88855,199.38055,37.06794,53.93219,67.26834,30.200401,10.21311,1707595143.64141,576.87251,395.85799,124.46659,8.89499,5.56293,28.0524,11.50546,-226.22074,Low,Negative
m,129.60738,198.60215,314.87373,185.25787,129.61585,195.19677,314.87373,37.13432,656.63551,37.14517,56.84375,86.9955,49.85033,17.97993,1031111954.02483,605.96126,828.69932,61.19616,4.63416,4.32319,28.86242,5.50036,-225.85958,High,VeryNeg
m,94.9363,138.68076,555.87549,460.94125,94.9363,127.81955,555.87758,88.53811,656.7172,36.26957,55.32974,74.29609,38.02652,13.13216,2145561877.49282,635.35992,613.05781,153.84816,8.3653,4.03104,25.5506,5.92661,-225.53466,Medium,Neutral
m,160.60371,207.59613,256.8171,96.213394,160.60371,206.28418,256.81712,23.55389,291.28691,37.90833,63.48541,77.48861,39.58028,13.30991,1891005817.34315,639.14131,671.4159,94.54922,7.24273,4.36028,33.75144,13.29797,-226.21411,High,Positive
m,109.58891,163.06302,560.53031,450.9414,109.58891,144.13647,560.53031,115.17382,609.54683,36.39048,53.53683,66.46518,30.0747,10.95998,2392499372.05799,555.31839,429.04076,330.52359,13.97094,5.80998,21.0254,12.7179,-225.00046,Low,Negative
m,142.59893,196.7533,255.81611,113.21748,142.59893,194.23006,255.8164,31.75908,592.36086,37.82492,56.15054,82.95163,45.12671,15.8591,1856308751.65594,885.05769,741.87708,11.27182,2.67754,5.32872,23.2012,7.25131,-225.96677,High,VeryNeg
m,81.6194,127.13778,180.78185,99.1348,81.6473,124.34709,180.78211,26.83388,192.79598,37.37559,52.2577,70.87109,33.495502,11.36414,3631607304.97363,822.56196,468.5788,69.99053,6.52519,5.29258,28.06529,9.01089,-225.60535,Medium,Neutral
m,140.35031,194.11966,234.80921,94.45938,140.35037,191.75958,234.80976,29.18543,225.20323,37.66917,59.41192,75.52417,37855,13.37816,2541851630.55838,792.44684,601.32857,36.89806,5.10787,5.12015,29.40127,13.82982,-226.26309,High,Positive
m,98.43039,120.37834,559.83364,461.40323,98.43039,117.42307,559.83364,44.84872,212.01054,37.45499,55.40066,69.36414,31.909153,11.19242,1183422754.64649,487.17064,313.08496,168.57204,10.23521,5.50393,39.57665,15.87844,-226.7024,Low,Negative
m,114.78971,205.31278,249.76864,135.01608,114.8057,201.70188,249.82178,35.26614,509109,38.60827,61.6627,83.2882,44.67993,14.82528,6036476939.74629,1113.22623,819.73147,25.37299,4.37556,4.46235,33.94413,6.82399,-226.00062,High,VeryNeg
m,81.99144,149.63424,557.54399,475.5334,82.01079,137.47439,557.54421,88.92173,591.93041,34.48533,54.6132,73.35746,38.87213,10.95872,13967937784.22498,1621.28766,907.46937,10.21846,3.27757,4.99762,36.98694,8.05331,-226.34838,Medium,Neutral
m,156.11853,217.46015,258.34088,102.222595,156.11853,215.33017,258.34114,29.24991,309.95992,37.46716,59.83262,79.73469,42.26753,14.27003,6914858217.47263,1152.94296,724.26174,26.69479,4.5119,5.08424,30.37781,11.86953,-226.30211,High,Positive
m,118.63059,136.63548,151.73821,33.10914,118.63061,136.3248,151.73975,9.17531,80.65079,38.22892,56.27602,77.88818,39.659264,10.24002,5369060591.64712,999.83077,468.76321,33.71585,5.37179,4.88602,44.29932,15.65378,-227.23575,Low,Negative
m,89.46555,183.67186,224946,135.53806,89.46679,179.95834,225.00485,32.58384,285.47695,37.92398,62.14041,80.12508,42.201096,14.6239,3020722709.25991,925.49779,895.33052,26.76255,3.81052,5.03683,33.24704,7.36552,-225.69664,High,VeryNeg
m,78.93886,116.94376,152.88823,73.94481,78.94679,115.6602,152.8916,16.97725,134.36514,37.73385,54.15009,69.47328,31.739433,10.0415,9461540388.42199,1356.12347,835.90698,18.17186,3.79371,4.81334,32.65761,8.02816,-225.87994,Medium,Neutral
m,137.25872,193.79195,243.4795,106.221054,137.25872,192.08756,243.47977,25.07372,182.45531,37.1506,60.07453,75.97447,38.82387,13.76441,3745796268.68306,907.48298,673.06637,33.3264,5.0122,4.76087,33.78746,12.70033,-225.67893,High,Positive
m,108.24919,134.01925,487.81403,379.56308,108.25094,131.12199,487.81403,41.64708,322.57841,37.63696,59.25049,75.87946,38.242504,10.23595,1927041871.09951,616.85628,489.97651,99.65909,8.20993,6.23737,40.51222,15.1836,-226.92912,Low,Negative
m,78.59595,158.7516,575.79936,497.18506,78.61431,151.90405,575.79936,53.38771,870.92179,37.05624,58.12079,80.69938,43.64314,13.83515,7217301748.05647,1260.14297,943.73961,16.46369,3.60674,4.5636,32.97262,5.06709,-225.75577,High,VeryNeg
m,91.80799,129.86792,294.0006,202.19263,91.80799,124.65446,294.0006,41.9433,474.64996,37.2473,54.4597,72.78665,35.539352,11.21951,7351771728.72667,1219.22207,752.33669,19.71655,4.05643,4.79109,35.87521,5.82461,-225.72846,Medium,Neutral
m,137.51365,201.19535,280.65966,143.14548,137.51419,197.58533,280.65966,38.13395,228.2764,36.20995,60.96469,76.63276,40.42281,12.41033,5131964864.92297,1040.29001,671.28649,24.31394,4.55848,6211,26.76312,13.27545,-226.28341,High,Positive
m,105.52898,123.47724,155.37483,49.848328,105.52898,122.79008,155.37731,13.15641,85.13294,37.66189,57.34796,70.76875,33.106865,10.23515,2594350827.51886,735.77955,521.23459,60.15437,6.51307,5.97853,35.21843,13.05024,-226.23976,Low,Negative
m,87.89664,169.90303,213.81446,125.91986,87.89664,166.66705,213.8165,29.76834,354.37676,37.0975,58.39579,82.48968,45.392178,15.24519,8860413761.16963,1292.0759,933.25358,21.74831,4.10762,4.20897,31.63285,6.23659,-225.73934,High,VeryNeg
m,85.32894,130.79532,191.29883,105.96725,85.33158,127.26123,191.29883,31.22587,248.49553,37.80582,55.80461,74.10611,36.30029,11.89384,5981032586.19788,1072.11373,642.82798,29.0416,4.85348,4.43151,39.55779,8.5591,-226.05109,Medium,Neutral
m,125.20473,194.98904,234.6597,109.48622,125.20625,192.22203,234.69248,30.91304,249.46126,37.67569,59.2814,77.0142,39.33851,13.6171,4770146678.92184,941.48758,582.96276,42.52432,5.71594,5.15606,25.55045,13.85525,-226.02904,High,Positive
m,101.2243,114.32926,133.12377,31.899765,101.22435,114.09973,133.12412,7.24225,76.16959,36.8861,55166,70.82315,33.93705,11.49317,2175108119.45061,609.11975,337.19584,125.27152,9.62438,5.61817,32.9441,13.73642,-226.1129,Low,Negative
m,90.22448,157.24248,249.92083,159.7037,90.22448,153.2627,249.92818,35.96072,350.20592,36.38249,61.05421,81.63818,45.255695,12.41479,5682721635.32587,994.1769,718.9426,48.01742,5.78316,4.22541,32.2565,6.06929,-226.23208,High,VeryNeg
m,79.40142,133.00735,537.63907,458.22467,79.41441,125.88517,537.63907,58.78355,564.82414,36.1588,54.93742,75.85875,39.69995,9.96035,4705829280.31402,932.55854,583.36515,43.99137,5.8024,4.84857,35.59841,7.36504,-226.34244,Medium,Neutral
m,121.41583,182.42436,259.86327,138.44733,121.41595,179.46441,259.86327,32.81208,312.65625,38.44768,62.38066,77.12022,38.672535,11.00531,3984232169.77213,828.68186,565.68787,69.50012,7.00134,5.30341,42.98173,10.2168,-227.03439,High,Positive
m,90.04514,132.13762,592.05542,502.01028,90.04514,125.32127,592.05542,68.53695,592.89435,38.62388,57.27692,73.6498,35.025925,9.99874,4852908459.40794,925.32434,555.59921,50.61372,6.1252,5.74377,34.78568,11.19513,-226.31082,Low,Negative
m,81.76857,171.57132,577.75129,496.01685,81.76857,160.67253,577.78543,84.04279,863.45659,36563,61.18459,82.6586,46.0956,13.51506,18716235969.580908,2071.74468,1567.0887,4.19671,2.1048,3.57431,29.58919,4.43902,-225.62997,High,VeryNeg
m,76.21667,121.57873,180.60864,104.391975,76.21667,118.77715,180.60864,26.6187,178.79299,37.85846,53.08182,69.56282,31.704361,10.6453,17565245509.46495,1881.27956,1115.36412,6.22411,2.63812,4.74424,33.07061,6.36882,-226.06336,Medium,Neutral
m,116.59736,202.98521,274.26058,157.66364,116.59736,199.79563,274261,35.18585,299.99417,37.12858,62.25194,76.82513,39.69655,12.51601,14437820365.7371,1721.8847,1090.65055,7394,2.82807,4.60861,20.17662,10.46321,-226.02192,High,Positive
m,101.01024,121.44471,549.28776,448.27747,101.01033,119.03172,549.28776,39.43725,402.05606,37.28704,56.72124,68.92288,31.635841,9.83141,7579207101.45564,1197.99691,631.33924,23.07291,4.40815,6.49918,32.7106,11.16359,-226.0937,Low,Negative
m,82.58922,173.39085,227.26647,144.70866,82.59465,168.57308,227.30331,36.81202,377863,36.58334,59.39088,81.42376,44.84042,13.8271,8375622939.53197,1246.3643,961.21701,24.26156,4.32596,3.87019,41.15439,5.52736,-226.83143,High,VeryNeg
m,84.98473,133.15625,519.97737,434.9926,84.98475,126.90804,519.97737,55.43824,641.60161,37.21569,54.26146,71.83957,34.62388,10.68387,8494040725.48913,1278.45202,827.94225,18.63372,4065,4.58129,33.98256,7.64689,-226.08857,Medium,Neutral
m,118.94395,208.16529,275.31555,156.37259,118.94396,201.8468,275.31656,47.73543,365.51266,38.26341,62.45583,76.54731,38.2839,11.82942,5093861211.12453,927.55232,578.63327,52.86958,6.3831,4.82637,36.46118,11.97616,-226.62666,High,Positive
m,113.66022,133.03526,565.99655,452.3363,113.66022,130.12086,565.99655,46.42564,500.94106,36939,58.14053,80.52904,43.59004,11.67857,5032022418.75126,954.08176,457.98193,39.6177,5.7941,6.72604,36.7813,14.04757,-227.03465,Low,Negative
m,89.55065,167.59758,199.78154,110.23173,89.55065,163.49847,199.78238,33.52277,304.05171,35.46795,60.06524,87.94712,52.47917,15.65504,12550186930.85848,1669.89845,1287.4453,7.88204,2.69513,4.03469,18.61225,7.13808,-225.86526,High,VeryNeg
m,97.4236,134.7616,208.10709,110.683426,97.42366,131.81222,208.10709,29.60846,263.65334,36.31627,55.89958,77.57973,41.26346,12.9126,16654602268.93598,1986.46736,1297.44231,3.30253,2.12466,4.35782,40.91063,8.3379,-226.81304,Medium,Neutral
m,130.37108,209.78556,256.27645,125.90488,130.37182,204.87342,256.2767,42.85095,307.09329,36.62604,59.12057,77.7986,41.172558,14.35265,15815083368.36963,2099.34098,1432.73713,1.60031,1.70932,5.17964,35.27578,11.76849,-226.16064,High,Positive
m,93.60121,133.33385,552.17141,458.5702,93.60121,124.89973,552.17141,75.28062,715.9819,37.00006,56.28102,68.66322,31.663162,11.19496,7488572509.12121,1140.77793,523.02309,29.8981,5.04424,7.23822,28.04113,13.0821,-225.91257,Low,Negative
f,88.24757,182.9147,243.14851,154.90094,88.24757,177.94536,243.14851,40.16071,393.07438,36.41696,58.46159,84.77758,48.36062,14.69788,6227730011.52358,1172.69755,966.38316,18.97752,3.86164,3.97845,32.72514,8.16374,-226.32837,High,VeryNeg
f,98.71942,132.2612,186.65646,87.93896,98.72019,129.99701,186.65915,24.78103,196.61874,36.75639,52.96185,77.55087,40.794483,10.79796,1692896166.78442,598.68506,414.3627,97.69886,7.88924,4.03136,43.56827,10.60975,-226.41114,Medium,Neutral
f,117.0859,187.15888,296.48518,179.39941,117.08614,182.78976,296.48555,40.65499,317.49056,38.25307,59.66187,82.83854,44.58547,12.81793,3413686568.07469,861.04145,728.7145,37.88294,5.34751,3.98649,41.0777,9.96522,-226.71219,High,Positive
f,81.69762,133.49394,216.06331,134.37259,81.69762,130.95402,216.0702,26.98301,175.40792,36.80257,52.54384,75.10688,38.30431,10.80534,1562951028.27562,552.52194,467.07883,126.23372,9.2661,4.50638,38.76892,12.26022,-226.53375,Low,Negative
f,104.39003,187.73098,242.06651,137.67648,104.39003,182.50638,242.06652,42.26031,408.94922,36.2348,58.12798,85.16528,48.930485,16.18658,1897555186.04287,816.5866,778.7371,17.79055,3.48488,4.63354,23.60072,7.3844,-225.76845,High,VeryNeg
f,79.48141,148.96121,214.93838,135.45697,79.48141,145.25565,214.93838,33.77995,430.43353,35.90115,53.14907,71.9593,36.058147,11.3641,1812167946.82354,679.79071,538.2474,53.31638,5.76863,5.07915,29.92199,8.70187,-226.26443,Medium,Neutral
f,152.66615,230.42048,578.9464,426.28015,152.66627,223.57121,578.9464,65.73332,580.5607,36.93389,60.97448,82.64235,45.708458,10.77056,5191816357.81474,1031.29048,723.23061,25.26172,4.73343,3.64122,35.97953,11.7086,-226.49692,High,Positive
f,154.41219,182.02343,225.41832,71.007614,154.41221,181.35481,225.41983,15.83895,140.38091,34.83513,56.82907,75.08367,40.248543,12.05435,648856303.29494,416.40175,425.76629,137.24718,8.98692,5.0949,40.29867,16.96972,-226.68311,Low,Negative
f,138.76671,215.69534,285.25463,146.48796,138.76671,212.15549,285.25466,37.99805,519.93972,36.59101,67.2031,86.43551,49.844498,13.62521,9122036580.78813,1349.24036,1037.69884,16.01198,3.71385,4.52193,30.53505,7.1364,-225.89868,High,VeryNeg
f,104.82922,165.79448,224.56989,119.74269,104.82922,163.22851,224.57191,28.59123,290.13744,36.84048,58.83185,78.73919,41.89871,11.67921,5864961480.69705,1034.23945,679.22694,34.52597,5.30154,4.84851,30.69376,7.71978,-225.84019,Medium,Neutral
f,130.75834,203.37789,301.86202,171.10857,130.75835,198.58545,301.86692,43.34541,321.25617,36.19377,61.71233,77.73694,41.543167,12.89072,7250842495.87766,1153.64108,784.36564,25.67477,4.72255,4.93032,30.85847,9.43692,-226.29556,High,Positive
f,155.07358,198.38137,246.79602,91.76166,155.0741,197.49265,246.83576,18.77824,227.90893,35.55851,61.70155,77.83032,42.271812,11.49569,4356509916.27229,847.68085,558.33729,62.80382,7.15223,6.64324,35.34033,14.90524,-226.59054,Low,Negative
f,125.54765,214.42817,277.34721,151.79976,125.54765,210.40956,277.3474,39.37123,268.55343,37.60024,62.01173,83.58392,45.983685,16.41447,10934266120.98403,1392.89259,1002.03806,18.14977,4.0461,5.08219,37.38482,7.94256,-225.91129,High,VeryNeg
f,115.16167,179.48871,251.94299,136.78127,115.16232,174.40619,251.94359,41.88232,263.1461,37.27602,59.17084,78.1777,40.901676,13.06712,23040281701.725448,1988.29624,1164.25454,7.62602,2.93119,5.20361,35.20771,9.55043,-226.41391,Medium,Neutral
f,163.50632,262.51356,350.55122,187.05122,163.5064,258.60549,350.55762,46.30454,410.81713,36.04378,60.90539,82.50848,46.464695,13.52837,17213384189.460868,1762.00317,1182.04211,9.63502,3.14663,5.75931,43.3248,10.82051,-227.03905,High,Positive
f,133.59186,166.49415,216.78687,83.195206,133.59201,164.60644,216.78721,25.34084,153.46855,35.82707,58.42936,73.05609,37.229023,10.92171,15062107023.75351,1498.92947,770.32782,21.50669,4.47242,5.80649,26.12425,11.88919,-225.85181,Low,Negative
f,124.51986,196.35195,268.27201,143.75208,124.52084,193.64426,268.27293,32.40398,274.37172,33.87507,60.7309,83.04336,49.16829,14.52761,7432613187.92808,1284.97248,1023.59193,13.66863,3.50316,4.52258,36.14914,7.9815,-226.18216,High,VeryNeg
f,117.54234,172.28494,225.05473,107.51046,117.54583,169.97411,225.05629,27.52865,213.38972,35.53944,57.31647,72.69596,37.15652,11.68624,10499206138.89659,1334.30781,719.03955,21.04555,4.41966,7.25964,37.09282,10.29946,-226.07735,Medium,Neutral
f,121.64059,191.78583,357.39019,235.74963,121.64059,182.26946,357.39022,64.90454,401.99918,35.1424,58.84408,78.99969,43.85729,11.80718,4312987538.29251,944.38028,770.58488,33.98306,5.1208,5.39795,39.99247,8.66713,-226.86288,High,Positive
f,141.87306,176.91626,225.45066,83.57269,141.88665,175.94304,225.45934,19.01569,197.07067,35.85841,57.43409,73.47273,37.614323,11.01104,4449582690.91893,902.64118,584.50652,43.85362,6.05026,5.36263,35.38019,12.39262,-226.37026,Low,Negative
f,172.27528,223.06745,252.54757,80.267975,172.28101,221.96381,252.54898,21.72943,285.35698,35.16828,64.83647,84.06205,48.89377,14.58198,3674411406.44144,923.90362,899.7154,26.50847,4.65916,5.56464,35.94123,9.9758,-226.29734,High,VeryNeg
f,123.94751,164.9221,210.24554,86.264824,123.98078,163.11144,210.24561,24.52554,218.82426,33.3247,57.65984,73.48205,40.15735,11.31199,3578932660.51788,856.64769,739.60841,44.24756,5.69307,4.97914,32.88101,9.69876,-226.1835,Medium,Neutral
f,101.01621,227.9956,359.30123,258.28513,101.01621,221.38135,359.30134,54.87191,653.82581,36.28953,62.61435,79.05064,42.761105,11.98354,1583613787.55894,609348,627.00578,68.96483,6.99928,4.76505,40.37818,10.35465,-226.75768,High,Positive
f,131.94742,176.70666,238.05816,106.11052,131.94772,175.07376,238.05825,23.97551,252.98539,35.87579,57.97738,73.3058,37.43001,11.12212,2637775499.97131,684.64077,487.2867,87.37277,8.21958,4.49251,34.72098,11.64548,-225.99802,Low,Negative
f,98.35374,200.7442,252.46006,154.10666,98.35374,196.01807,252.4604,40.26938,369.80544,36.37312,59.65607,81.47145,45.09833,15.40179,2193574689.38814,792.65884,891.70476,24.4443,4.40447,4.5739,35.27966,7.92087,-225.99693,High,VeryNeg
f,131.00114,167.46674,214.8732,83.94171,131.00705,165.88698,214.94876,23.17184,258.30114,34.25419,53.8525,72.4264,38.17221,12.51465,500073975.30382,425.27376,613.53267,112.69539,6.50172,4.97287,35.73968,10.73398,-225.67901,Medium,Neutral
f,132.95545,240.4192,359.93492,226.9779,132.95703,233.50358,359.93495,56.38299,612.6548,34.97149,59.71096,79.07725,44.10576,14.29635,1650305804.51297,665.14802,762.85628,44.45583,5.60802,5.2651,32.38784,10.27864,-226.29261,High,Positive
f,137.12376,165.58412,219.76379,82.63808,137.12588,164.28327,219.76396,21.30908,185405,36.02281,58.21234,74.94096,38.91815,12.09597,403486229.5419,410.10318,496.52163,84.48443,5.84991,4.44589,35.93758,14.19012,-226.58862,Low,Negative
f,101.04273,185.45668,257.90405,156.8646,101.04273,181.98852,257.90731,34.74608,298.94776,37.71089,65.73513,83.16198,45.451088,10.79336,15334823124.86856,1743.52228,1299.66185,8.76662,2.89332,4.65402,34.97873,6.31451,-226.14695,High,VeryNeg
f,116.28077,157.84278,214.96007,98.680954,116.28093,156.14513,214.96188,23.35641,257.08636,36.51992,58.11584,73.62363,37.103706,10.04527,12239981754.45004,1453.34909,918.60479,17.31593,3.98723,4.97407,36.5595,7.26205,-227.05729,Medium,Neutral
f,125.78537,165.33121,339.78511,213.99954,125.78555,162.11094,339.78511,35.53407,294.24768,34.96139,60.80351,78.61253,43.651142,10.88638,5365437837.62945,1098.83081,803.38929,20.9342,4.04401,4.73747,45.6394,8.79521,-226.24704,High,Positive
f,83.14513,156.32058,207.14491,124.0458,83.14562,154.42881,207.19142,23.91247,229.16418,35.69685,58.17054,74.08881,38.391964,10.36017,5226129789.31595,969.22496,618.22554,40.65985,5.73993,4.88453,41.35651,10.86165,-227.31492,Low,Negative
f,101.75623,163.48418,221.58376,122.08556,101.75623,160.67767,223.84179,30.07756,378.55649,35.65332,59.99151,77.82057,42.16725,12.97774,4816016708.83858,1190.08349,978.79593,9.95651,2.8573,3.65408,35.81047,7.0918,-226.18575,High,VeryNeg
f,103.98524,136.19039,188.41754,84.33702,104.08128,134.89066,188.4183,19.74809,195.31515,35.75617,56.30034,74476,38.71983,11.33227,10496002566.23045,1425.69011,874.06878,13746,3622,4.73599,33.43537,9.35812,-226.00968,Medium,Neutral
f,131.93238,169.2205,324.7021,192.77472,131.93241,164.66909,324.70712,42.91086,313.76084,35.41537,55.46036,74.59799,39.18262,12.66324,3766792248.90033,885.91013,622.61827,36.10535,5.41755,4.58285,38.17401,10.15977,-226562,High,Positive
f,134.78881,156.16393,210.9656,76.12167,134.84394,155.76209,210.9656,11.38836,184.92052,35.50992,54.34641,72.57766,37.06774,10.7027,6656774588.03104,1093.14312,637.26795,30.4001,5.09604,5.05849,33.35088,11.32174,-226.94663,Low,Negative
f,115.39907,188.98058,248.71824,133.30054,115.41804,184.35076,248.71856,41.1008,268.49989,34.55307,59.28126,84.54747,49.9944,15.17302,2635848776.01453,860.16823,939917,22.26114,4.14162,4.19028,39.84531,7.86299,-226.8094,High,VeryNeg
f,111.34667,160.86386,217.35398,105.99384,111.36013,158.50802,217.35398,26.89991,189.83661,34.07504,56.30163,72.21915,38.144108,12.3919,2746240485.7995,842.32924,708.25032,27.62681,4.59508,4.24639,43.22407,10.23134,-227.02909,Medium,Neutral
f,130.96097,194.88213,509.25009,378.28912,130.96098,186.46961,509.25009,64.53035,591.39856,34.97971,55.99313,75.36551,40.3858,13.38483,2066639718.55099,691.42644,615.88,52.48925,6.25211,4.96312,34.85922,9.96843,-226.3158,High,Positive
f,129.72885,150.59622,203.43883,73.68373,129.75509,150.22009,203.43883,10.95677,140.37109,35.03054,57.20515,72.5883,37.557762,10.77253,1241421232.74605,639.88783,590.35841,35.30406,4.73814,5.36453,28.56754,14.71924,-225.9743,Low,Negative
f,121.3251,168.69829,227.04717,106.12143,121.3255,166.89328,227.44693,24.99353,219.53425,35.94124,59.13143,81.62591,45.68467,13.07383,2143400377.83176,812.88318,981.99616,24.57886,3.99042,3.88043,36675,7.95973,-226.29907,High,VeryNeg
f,113.86087,146.90013,184.98517,71.039375,113.94625,145.45639,184.98563,21.10927,179.2938,36.56544,56.93137,73.69537,37.129932,10.79179,2052082053.26712,757.79898,713.42317,34.42076,4.71555,4.62746,34.78651,9.25006,-226.43607,Medium,Neutral
f,138.01345,179.41314,275.50188,137.48813,138.01389,175.65364,275.50202,38.90378,260.44528,34.83202,57.08529,73.05106,38.219044,11.13498,1929261026.89987,779.66646,716.73399,26.94114,4.07066,4.50143,33.78901,9.48385,-226.77141,High,Positive
f,129.99409,162.28162,225.24267,95.24509,129.99759,161.10847,225.24267,20.23749,181.19411,36.4282,56.14213,71.25404,34.825844,9.30496,1187422039.53163,631.91169,575.42579,40.8594,4.70583,5.37766,33.83171,11.79394,-226.04639,Low,Negative
f,99.31243,153.59483,179.07362,79.759254,99.31437,152.02697,179.07362,20.77503,161.37288,38.13561,59.69501,79.12424,40.98863,12.09311,3702574002.01651,964.25541,734.82817,24.06623,4.12979,3.78642,31.47283,9.20066,-225.72989,High,VeryNeg
f,69.08267,133.30649,192.92052,120.84033,72.08035,130.56489,192.92068,27.37555,245.66109,37.37967,53.66831,70.66652,33.28685,10.94321,5069898468.33779,1027.20703,763.48299,27.32403,4.67762,3.66806,36.70483,9.18976,-226.34783,Medium,Neutral
f,162.90737,206.85376,287.59148,124.682846,162.90864,204.75836,287.59148,30.55922,238.1164,37.07497,57.99613,79.53768,42.46271,12.12617,5930469793.57873,1014.42541,723.44698,38.71424,5.68105,5.2736,34.56327,14.31983,-226.53241,High,Positive
f,120.36096,150.56028,199.94679,79.58592,120.36104,149.08125,199.94696,21.47431,136.39903,36.23288,55.20784,72.01951,35.78663,10.14583,2914435384.01661,731.53519,510.6767,73.8646,7.44473,4.56874,36.16585,12.31077,-226.38154,Low,Negative
